"site_id_unique","timeset","x","y","dataset","dclass","waterlog.30","waterlog.50","waterlog.100","ph.0.10","ph.10.30","ph.30.50","ph.50.100"
"4_42-In-299","d1968_1974_ptf",2579258,1208015,"calibration","moderate",1,1,1,5.87075031630101,5.9523994983236,6.373205701042,6.498292132454
"4_42-In-300","d1968_1974_field",2579512,1207970,"calibration","well",0,0,0,6.8,6.88858739286964,7.15548953255469,7.55460707659964
"4_42-In-301","d1968_1974_field",2579809,1207954,"calibration","well",0,0,0,7.3,7.3,7.3,7.4
"4_42-In-302","d1968_1974_field",2580093,1208065,"calibration","well",0,0,0,6.9,7.0245951332275,7.2,7.2
"4_42-In-303","d1968_1974_field",2579985,1207922,"calibration","moderate",0,1,1,7.1,7.14712810462011,7.2,7.2
"4_42-In-304","d1968_1974_field",2580492,1208454,"calibration","poor",0,0,1,7.1,6.98858739286964,6.9,6.83728445895502
"4_42-In-305","d1968_1974_field",2579956,1207635,"calibration","well",0,0,0,6.7,6.74712810462011,6.8,7.13876969790019
"4_42-In-306","d1968_1974_field",2580169,1207727,"calibration","well",0,0,0,7.4,7.44712810462011,7.5,7.65446023412151
"4_42-In-307","d1968_1974_field",2579890,1207359,"calibration","well",0,0,0,7.1,7.1,7.14712810462011,7.26936525217336
"4_42-In-309","d1968_1974_field",2580048,1207121,"calibration","well",0,0,0,8,8.20350169216891,8.3,8.52116181449061
"4_42-In-310","d1968_1974_field",2580383,1207353,"calibration","well",0,0,0,7.6,7.7407307683263,7.8,7.8
"4_42-In-311","d1968_1974_field",2580535,1207690,"calibration","well",0,0,0,7.9,7.98858739286964,8.2245951332275,8.50869987651923
"4_42-In-312","d1968_1974_ptf",2580678,1207892,"calibration","well",0,0,0,6.07173247019741,6.07173247019741,5.91295967176562,5.87075031630101
"4_42-In-313","d1968_1974_field",2580591,1207533,"calibration","moderate",0,0,1,7.5,7.44712810462011,7.18332736330166,7.32914832436911
"4_42-In-314","d1968_1974_field",2580996,1207780,"validation","poor",0,0,1,7.8,7.55548953255469,7.4,6.96386565013369
"4_42-In-315","d1968_1974_field",2581205,1207730,"calibration","poor",0,1,1,7.5,7.38858739286964,7.18858739286964,7.1
"4_42-In-316","d1968_1974_ptf",2580304,1206851,"calibration","well",0,0,0,6.373205701042,6.46217278970952,6.5741878549384,7.29775348754367
"4_42-In-317","d1968_1974_field",2580583,1207065,"calibration","well",0,0,0,7.6,7.43927101780556,7.3,7.23728445895502
"4_42-In-318","d1968_1974_ptf",2580928,1207295.99999999,"validation","well",0,0,0,6.07173247019741,5.75156468106587,5.148470882738,5.45843920782317
"4_42-In-319","d1968_1974_field",2581299,1207471,"validation","poor",0,1,1,6.8,6.2371379615206,6.25201410087268,7.14415497353068
"4_42-In-320","d1968_1974_field",2580509,1206700,"validation","well",0,0,0,6.4,6.44712810462011,6.55555240114898,7.54391885103048
"4_42-In-321","d1968_1974_field",2580985,1206834,"calibration","well",0,0,0,7.6,6.67445762006788,6.4,6.4
"4_42-In-322","d1968_1974_field",2581068,1207040,"validation","well",0,0,0,7.3,7.38858739286964,7.57039913275028,7.82575923597266
"4_42-In-323","d1968_1974_field",2581419,1207247,"validation","well",0,1,1,7.6,7.47799996267126,7.21879816312203,7.64027679366604
"4_42-In-324","d1968_1974_field",2580779,1211172,"calibration","well",0,0,0,7.5,7.38858739286964,7.42265040800115,9.1
"4_42-In-325","d1968_1974_field",2581031,1210853,"calibration","well",0,0,0,7.3,7.24712810462011,7.2,8.15338650866213
"4_42-In-326","d1968_1974_ptf",2581341,1210666,"calibration","well",0,0,0,6.07173247019741,5.41733779505108,5.16731277766361,5.10427611447945
"4_42-In-327","d1968_1974_field",2581135,1210546,"calibration","well",0,0,1,6,5.8245951332275,5.7,5.94910989908872
"4_42-In-328","d1968_1974_field",2580388,1210765,"calibration","poor",0,0,1,6.4,6.4,NA,6
"4_42-In-329","d1968_1974_field",2580399,1210619,"calibration","poor",0,0,1,5.6,5.64712810462011,5.7,5.87822732968564
"4_42-In-330","d1968_1974_field",2580608,1210488,"calibration","poor",0,0,1,5.8,5.84712810462011,5.9,6.34415497353068
"4_42-In-331","d1968_1974_field",2579963,1210735,"calibration","poor",1,1,1,8.5,7.75963731050576,7.5,7.1
"4_42-In-332","d1968_1974_ptf",2579736,1210200,"calibration","poor",1,1,1,6.27271462409381,6.27271462409381,6.27271462409381,6.12289929538399
"4_42-In-333","d1968_1974_field",2580061,1210302,"calibration","poor",0,0,1,6.9,6.94712810462011,6.2,6.35195513241139
"4_42-In-334","d1968_1974_field",2580294,1210311,"calibration","poor",0,0,1,6.8,6.68858739286964,6.6,6.6
"4_42-In-335","d1968_1974_field",2579533,1209849,"calibration","well",0,0,0,6.8,6.8,6.88858739286964,7
"4_42-In-336","d1968_1974_field",2579806,1210071,"validation","well",0,0,0,6.9,6.84712810462011,6.47082291966543,6.53876969790019
"4_42-In-337","d1968_1974_ptf",2579844,1209965,"validation","well",0,0,0,6.17222354714561,6.43230500374439,7.35942191223707,7.75024896076415
"4_42-In-338","d1968_1974_field",2580192,1210036,"calibration","poor",1,1,1,5.9,5.9,5.9,6.03876969790019
"4_42-In-339","d1968_1974_ptf",2580198,1209693,"calibration","poor",0,0,1,4.96633062376721,5.12237858340945,5.36829493156001,5.46878600850821
"4_42-In-340","d1968_1974_field",2579237,1209654,"calibration","well",0,0,0,7.5,7.76075973066439,7.94712810462011,8.03728445895502
"4_42-In-341","d1968_1974_field",2579417,1209558,"calibration","poor",0,0,1,6.4,6.34712810462011,6.3,6.49459137815885
"4_42-In-342","d1968_1974_field",2580007,1209417,"calibration","poor",0,0,1,5.6,5.48858739286964,5.4,6
"4_42-In-343","d1968_1974_field",2578778,1209185,"validation","well",0,0,0,6.5,6.54712810462011,6.6704596274654,7.2
"4_42-In-344","d1968_1974_field",2579505,1209022,"calibration","poor",0,1,1,6.2,6.08858739286964,6.24953305363875,6.9
"4_42-In-345","d1968_1974_field",2579636,1208863,"calibration","poor",0,0,1,7.1,7.04712810462011,7,6.86936525217336
"4_42-In-346","d1968_1974_field",2578338,1208680,"validation","well",0,0,0,7.1,7.2245951332275,7.47082291966543,7.8
"4_42-In-347","d1968_1974_field",2578858,1208816,"calibration","poor",1,1,1,7.7,7.5245951332275,7.3407307683263,7.15195513241139
"4_42-In-348","d1968_1974_field",2578558,1208552,"calibration","poor",0,0,1,7.6,7.54712810462011,7.36075973066439,7.03728445895502
"4_42-In-349","d1968_1974_field",2578585,1208315,"calibration","poor",0,0,1,7,6.8245951332275,6.7,6.53329922358877
"4_42-In-350","d1968_1974_field",2578894,1208505,"calibration","poor",0,0,1,7.5,7.3245951332275,7.2,7.1297892048777
"4_42-In-351","d1968_1974_field",2579077,1208371,"calibration","poor",0,0,1,6.2,6.24217839308246,6.3,6.3
"4_42-In-352","d1968_1974_ptf",2578293,1207735,"calibration","poor",1,1,1,6.47369677799021,6.47369677799021,6.47369677799021,6.24288280654115
"4_42-In-353","d1968_1974_field",2578551,1207883,"calibration","poor",0,0,1,7.1,7.14712810462011,7.2,6.99459137815885
"4_42-In-354","d1968_1974_field",2578485,1207624,"calibration","poor",0,0,1,7.1,6.98858739286964,6.9,6.81824224046031
"4_42-In-355","d1968_1974_field",2576451,1207913,"validation","well",0,0,0,6.8,6.74712810462011,6.7,7.03885350350613
"4_42-In-356","d1968_1974_field",2576877,1207967,"validation","well",0,0,0,7.3,7.3,7.37275995715463,7.51961927883892
"4_42-In-357","d1968_1974_ptf",2576573,1207748,"calibration","poor",1,1,1,6.373205701042,6.46217278970952,6.5741878549384,7.06143720516025
"4_42-In-358","d1968_1974_ptf",2576456,1207541,"calibration","well",0,0,0,5.97124139324921,5.85922632802032,5.43934752188336,5.29768659501545
"4_42-In-359","d1968_1974_ptf",2576891,1207731,"calibration","well",0,0,0,6.17222354714561,6.21956897732209,6.27271462409381,6.27271462409381
"4_42-In-360","d1968_1974_field",2577318,1207717,"calibration","moderate",0,1,1,6.8,6.8,6.86386565013369,7.3
"4_42-In-361","d1968_1974_field",2576660,1207154,"calibration","moderate",0,0,1,6.7,6.78858739286964,6.9,6.81638314648076
"4_42-In-362","d1968_1974_field",2576845,1207140,"calibration","well",0,0,0,6.8,6.8,6.84712810462011,6.9
"4_42-In-363","d1968_1974_field",2577037,1207125,"calibration","well",0,0,0,7,7.04712810462011,7.1,7.13728445895502
"4_42-In-364","d1968_1974_ptf",2577245,1207094,"calibration","well",0,0,0,6.07173247019741,6.35182662824594,7.43617170912443,7.6795897013686
"4_42-In-365","d1968_1974_ptf",2577446,1207477,"validation","well",0,0,0,5.87075031630101,5.94180290662435,6.31492397955842,6.67340569848263
"4_42-In-366","d1968_1974_ptf",2577186,1206885,"calibration","well",0,0,0,6.17222354714561,6.21956897732209,6.27271462409381,6.373205701042
"4_42-In-367","d1968_1974_field",2577517,1206871,"validation","well",0,0,0,6.8,6.84712810462011,6.9,6.93728445895503
"4_42-In-368","d1968_1974_field",2577593,1207175,"calibration","well",0,0,0,7.3,7.34712810462011,7.26936525217336,7.11824224046031
"4_42-In-369","d1968_1974_ptf",2578082,1207476,"validation","well",0,0,0,6.5741878549384,6.6992742863504,6.68671805779145,6.22339037233219
"4_42-In-370","d1968_1974_field",2577953,1207128,"calibration","well",0,0,0,7.4,7.44712810462011,7.5,7.57807299314909
"4_42-In-371","d1968_1974_field",2577850,1206923.99999999,"calibration","poor",0,0,1,7.5,7.3245951332275,7.2,7.2
"4_42-In-372","d1968_1974_field",2577233,1206384,"validation","well",0,0,0,7.3,7.3,7.27275995715463,7.26751113456402
"4_42-In-373","d1968_1974_field",2577723,1206588,"calibration","poor",0,0,1,7,7.08858739286964,7.2,6.88648700010942
"4_42-In-374","d1968_1974_field",2577960,1206841,"calibration","poor",0,0,1,7.4,7.34712810462011,7.3,7.3
"4_42-In-375","d1968_1974_field",2580612,1211328,"validation","moderate",0,0,1,7.2,7.14712810462011,7.1,7.1
"4_42-In-376","d1968_1974_field",2578059,1206529,"calibration","well",0,0,0,7,7.04712810462011,7.1,7.17807299314909
"4_42-In-377","d1968_1974_field",2578222,1206705,"calibration","poor",0,0,1,7.6,7.00923465485698,6.5,6.08423413094872
"4_42-In-378","d1968_1974_ptf",2578430,1206893,"calibration","well",0,0,0,6.7751700088348,7.04339961103914,7.880571855265,7.21344312251899
"4_42-In-379","d1968_1974_field",2578746,1207331,"calibration","poor",0,0,1,6.6,6.6,6.6,6.29291432384127
"4_42-In-380","d1968_1974_field",2579033,1207572,"calibration","poor",0,0,1,5.6,5.54712810462011,5.5,5.9
"4_42-In-381","d1968_1974_field",2578464,1206739,"calibration","well",0,0,0,6.5,6.58858739286964,6.7,6.7
"4_42-In-382","d1968_1974_ptf",2578564,1206586,"calibration","well",0,0,0,7.1771343166276,7.30222074803959,7.4786075474722,7.99074582318234
"4_42-In-383","d1968_1974_field",2578698,1206817,"calibration","well",0,0,0,6.5,6.6245951332275,6.84712810462011,6.9
"4_42-In-384","d1968_1974_field",2579020,1206860,"calibration","well",0,0,0,6.4,6.58169894759789,6.9,6.96542923989089
"4_42-In-385","d1968_1974_field",2579354,1207240,"calibration","well",0,0,0,7.2,7.06006408922271,7.06751113456402,7.31646267058309
"4_42-In-386","d1968_1974_field",2578158,1206261,"calibration","well",0,0,0,6.8,6.84712810462011,6.94712810462011,7.06936525217336
"4_42-In-387","d1968_1974_ptf",2578254,1206146,"calibration","poor",0,0,1,6.875661085783,6.875661085783,6.875661085783,7.0766432396794
"4_42-In-388","d1968_1974_field",2578552,1206328,"calibration","well",0,0,0,7.6,7.6,7.642038844361,7.8
"4_42-In-389","d1968_1974_field",2578158,1205897,"calibration","moderate",0,1,1,7.2,7.24712810462011,7.24712810462011,7.2
"4_42-In-390","d1968_1974_ptf",2579068,1206237,"calibration","poor",0,1,1,6.9761521627312,6.9761521627312,6.46345045721539,6.373205701042
"4_42-In-391","d1968_1974_field",2579362,1206584,"calibration","well",0,0,0,7.8,7.842038844361,8,8.15195513241139
"4_42-In-393","d1968_1974_field",2579410,1206470,"calibration","well",0,0,0,7.5,7.5,7.5,7.57807299314909
"4_42-In-394","d1968_1974_field",2579970,1206790,"calibration","well",0,0,0,7.4,7.44712810462011,7.5,7.72116181449061
"4_42-In-395","d1968_1974_ptf",2578513,1205511,"calibration","moderate",0,1,1,7.1771343166276,7.1771343166276,7.2001621695582,7.37464617297748
"4_42-In-396","d1968_1974_field",2578715,1205570,"calibration","poor",0,0,1,7.5,6.47979159374973,6.2,5.18837021839291
"4_42-In-397","d1968_1974_ptf",2579087,1205681.00000001,"calibration","well",0,0,0,7.1771343166276,7.26610140529511,7.61877619082777,7.68865485311482
"4_42-In-398","d1968_1974_field",2578983,1205365,"validation","well",0,0,0,7.3,7.18858739286964,7.1,7.81824224046031
"4_42-In-399","d1968_1974_field",2578982,1205078,"validation","well",0,0,0,7.6,7.68858739286964,7.8,7.7
"4_42-In-400","d1968_1974_field",2579514,1205385,"validation","well",0,1,1,7.6,7.64712810462011,7.7,7.8297892048777
"4_42-In-401","d1968_1974_field",2579806,1204699,"calibration","poor",0,1,1,7.5,7.58858739286964,6.9186687344591,7.8
"4_42-In-402","d1968_1974_field",2579828,1205182,"validation","well",1,1,1,7.6,7.61360934262179,7.72292509377807,6.93667713987954
"4_42-In-403","d1968_1974_field",2579479,1206114,"validation","well",0,0,1,7.1,7.14712810462011,7.2,7.48526318656403
"4_42-In-404","d1968_1974_field",2580025,1206477,"calibration","well",0,0,0,7.3,7.34712810462011,7.4,7.7
"4_42-In-405","d1968_1974_field",2580133,1206345,"calibration","well",0,1,1,7.5,7.54712810462011,7.64564292589211,7.9
"4_42-In-406","d1968_1974_field",2579993,1205991,"validation","well",0,1,1,7.5,7.52292509377807,7.68858739286964,7.8
"4_42-In-409",NA,2582903,1209651,"calibration","well",0,0,0,NA,NA,NA,NA
"4_42-In-410","d1968_1974_field",2583167,1209731,"validation","well",0,0,0,7.3,7.34712810462011,7.58169894759789,8.10697673310882
"4_42-In-411","d1968_1974_field",2582872,1209299,"calibration","well",0,0,0,7,6.94712810462011,6.84712810462011,7.28572930747161
"4_42-In-412","d1968_1974_field",2583578,1210003,"validation","well",0,0,0,7.3,7.3,7.3,7.61995546707331
"4_42-In-413",NA,2583929,1209824,"calibration","well",0,0,0,NA,NA,NA,NA
"4_42-In-414","d1968_1974_field",2578082,1207426,"calibration","well",0,0,0,7.8,7.8,8.3,6.59279600782695
"4_42-Nk-407","d1968_1974_field",2582546,1210323,"calibration","moderate",0,0,1,6.2,6.17275995715463,5.98858739286964,5.93728445895503
"4_42-Nk-408","d1968_1974_field",2582794,1209980,"calibration","poor",1,1,1,6.6,6.5407307683263,6.4,6.4
"4_47-Ga-001","d1968_1974_field",2599412,1209238,"calibration","well",0,0,0,7.2,7.0245951332275,6.9,6.8
"4_47-Ga-002","d1968_1974_field",2599330,1209328,"calibration","moderate",0,1,1,6.6,6.68141564009892,7.12292509377807,7.26404683399582
"4_47-Ga-003","d1968_1974_field",2599156,1209583,"calibration","well",0,0,0,6.2,6.22292509377807,6.3,6.23823018463348
"4_47-Ga-004","d1968_1974_ptf",2599125,1209683,"calibration","well",0,0,0,5.56927708545641,5.62733232405683,5.87075031630101,5.7135833577937
"4_47-Ga-007","d1968_1974_field",2599422,1210281,"calibration","well",0,0,1,6.4,6.4,6.7,6.73075990224179
"4_47-Ga-008","d1968_1974_field",2599622,1210233,"calibration","well",0,0,0,5.5,5.5,NA,5.7
"4_47-Ga-010","d1968_1974_field",2599561,1210081,"calibration","well",0,0,0,6.1,6.1,6.5,6.5
"4_47-Ga-011","d1968_1974_field",2599517,1210002,"calibration","well",0,0,0,6,6.15548953255469,6.97552169512628,8.1
"4_47-Ga-012","d1968_1974_field",2599637,1209949,"calibration","well",0,0,0,6,6.08858739286964,6.342038844361,6.5
"4_47-Ga-014","d1968_1974_ptf",2599930,1210402,"calibration","well",0,0,0,6.07173247019741,6.07173247019741,6.07173247019741,5.94040614403386
"4_47-Ga-017","d1968_1974_field",2600170,1210401,"calibration","well",0,0,0,6.8,6.4,6.4,6.5
"4_47-Ga-021","d1968_1974_field",2600460,1210055,"calibration","well",0,0,0,5.8,5.8,5.5,5.5
"4_47-Ga-026","d1968_1974_field",2599754,1209887,"calibration","poor",0,1,1,5.8,5.8,6.4,6.4
"4_47-Ga-028","d1968_1974_field",2600181,1210001,"calibration","well",0,0,0,6,6,6.5,6.55822752398003
"4_47-Ga-029","d1968_1974_field",2600194,1209891,"calibration","well",0,0,0,7.3,7.3,6.2,6.33361390410017
"4_47-Ga-030","d1968_1974_field",2600362,1209899,"calibration","well",0,0,0,6.1,6.1,NA,7.7
"4_47-Ga-032","d1968_1974_field",2600253,1209766,"calibration","well",0,0,0,6.8,6.8,7.1,7.1
"4_47-Ga-033","d1968_1974_field",2599978,1209736,"calibration","well",0,0,0,5.5,5.74953305363875,6.58169894759789,6.93329922358877
"4_47-Ga-035","d1968_1974_field",2599550,1209567,"calibration","well",0,0,0,5.7,5.7,6.5,6.5
"4_47-Ga-036","d1968_1974_field",2599682,1209496,"calibration","moderate",0,0,1,5.7,5.7,5.5,5.72116181449061
"4_47-Ga-037","d1968_1974_field",2599912,1209425,"calibration","well",0,0,1,6.3,6.3,6.3,6.32795998117258
"4_47-Ga-038","d1968_1974_field",2599698,1209293,"calibration","poor",0,0,1,6.7,6.78858739286964,6.9,7.08653172678364
"4_47-Ga-039","d1968_1974_field",2599836,1209259,"calibration","poor",0,0,1,7.3,7.18858739286964,7.1,7.4
"4_47-Ga-040","d1968_1974_field",2599768,1210074,"calibration","well",0,0,0,6.2,6.2,6.1,6.11824224046031
"4_47-Jm-041","d1968_1974_field",2600398,1209404,"validation","moderate",0,0,1,6.3,6.34712810462011,6.4,6.57531351989859
"4_47-Jm-042","d1968_1974_field",2600772,1209410,"calibration","well",0,0,0,6.5,6.5,6.77890869057753,NA
"4_47-Jm-043","d1968_1974_ptf",2600036,1209210,"calibration","poor",0,1,1,6.9761521627312,7.04720475305455,7.42032582598861,7.5790986244204
"4_47-Jm-044","d1968_1974_field",2600246,1209147,"calibration","well",0,0,0,7.6,7.63728445895502,7.7,7.79109591443642
"4_47-Jm-045","d1968_1974_field",2600463,1209061,"calibration","well",0,0,1,7,7,7,7
"4_47-Jm-046","d1968_1974_field",2600559,1209207,"calibration","poor",0,0,1,6.9,6.84712810462011,6.8,6.8
"4_47-Jm-047","d1968_1974_field",2600744,1209193,"calibration","poor",0,0,1,6.9,6.9,6.6,7
"4_47-Jm-048","d1968_1974_field",2600950,1209386,"calibration","well",0,0,0,6.3,6.34712810462011,6.4,6.53477164053774
"4_47-Jm-049","d1968_1974_field",2600189,1209351,"calibration","poor",0,1,1,7.3,7.3,7.4,7.4
"4_47-Jm-050","d1968_1974_field",2600822,1210511,"calibration","well",0,0,1,6.5,6.65548953255469,7.0245951332275,7.2
"4_47-Jm-051","d1968_1974_field",2601135,1210450,"calibration","well",0,0,0,6.1,6.1,6.2,6.37531351989859
"4_47-Jm-052","d1968_1974_field",2601083,1210125,"calibration","moderate",0,1,1,6.4,6.4,6.8,6.51961927883892
"4_47-Jm-053","d1968_1974_field",2601022,1209895,"calibration","well",0,0,0,6.7,6.7,6.4,6.4
"4_47-Jm-056","d1968_1974_field",2600943,1209711,"calibration","well",0,0,0,6.4,6.6,6.63329922358877,6.8
"4_47-Jm-058","d1968_1974_field",2601101,1209710,"calibration","well",0,0,0,6.5,6.65548953255469,6.9,6.91295151616053
"4_47-Jm-059","d1968_1974_ptf",2601331,1209886,"calibration","well",0,0,0,5.66976816240461,5.66976816240461,5.46878600850821,5.43451208740649
"4_47-Jm-060","d1968_1974_field",2601447,1209814,"calibration","well",0,0,0,6.1,6.1,6.2,5.68603508477139
"4_47-Jm-062","d1968_1974_field",2601905,1209828,"calibration","moderate",0,0,1,6.5,6.65548953255469,NA,6.9314836168183
"4_47-Jm-063","d1968_1974_field",2601289,1209483,"calibration","well",0,0,0,7.3,7.34712810462011,7.59459137815885,7.76751113456402
"4_47-Jm-069","d1968_1974_field",2601741,1209479,"calibration","well",0,0,0,5.9,6.3,6.38858739286964,6.52575923597266
"4_47-Jm-071","d1968_1974_field",2601507,1209249,"calibration","well",0,0,0,7.4,NA,7.8,7.77807299314909
"4_47-Jm-073","d1968_1974_field",2601831,1208981,"calibration","well",0,0,0,6.4,NA,7,7.07381737721904
"4_47-Jm-074","d1968_1974_field",2601044,1209204,"calibration","well",0,0,0,6.7,6.8371841760503,7.1,7.1
"4_47-Jm-075","d1968_1974_field",2600854,1208952,"calibration","moderate",0,0,1,6.2,6.2,6.3,6.5
"4_47-Jm-076","d1968_1974_field",2600825,1208836,"calibration","poor",0,0,1,7.5,7.5,7.2,6.5
"4_47-Jm-077","d1968_1974_field",2601274,1209134,"calibration","well",0,0,1,7,NA,6.7,6.7017901265691
"4_47-Jm-079","d1968_1974_field",2601145,1208797,"calibration","poor",0,1,1,6.6,6.64712810462011,6.58858739286964,6.5
"4_47-Jm-080","d1968_1974_field",2601367,1208753,"validation","well",0,0,0,6.6,6.6,6.6,6.8245951332275
"4_47-Jm-081","d1968_1974_field",2601351,1208533,"calibration","well",0,0,1,6.8,6.65446023412151,6.5,6.54912389350458
"4_47-Jm-082","d1968_1974_field",2601457,1208953,"calibration","well",0,0,1,6.2,6.2,6.5,6.72116181449061
"4_47-Jm-083","d1968_1974_field",2601590,1208752,"calibration","well",0,0,0,6.5,6.5,6.6,6.55112889634323
"4_47-Jm-084","d1968_1974_field",2601592,1208832,"calibration","well",0,0,0,6.7,6.7,6.5245951332275,6.44712810462011
"4_47-Jm-085","d1968_1974_ptf",2601560,1209003,"calibration","well",0,0,1,6.07173247019741,6.07173247019741,6.17222354714561,5.81836626328145
"4_47-Jm-086","d1968_1974_field",2601688,1208458,"calibration","well",0,0,1,6.6,6.6,NA,7.25548953255469
"4_47-Jm-087","d1968_1974_field",2601906,1208236,"calibration","well",0,0,0,6.8,6.8,6.80448922809068,6.96190845401496
"4_47-Jm-088","d1968_1974_field",2601900,1208422,"calibration","well",0,0,0,7.4,7.4,7.44712810462011,7.5
"4_47-Jm-089","d1968_1974_field",2602196,1208331.99999999,"calibration","poor",0,1,1,7.7,7.7,7.74712810462011,7.51773060916078
"4_47-Jm-090","d1968_1974_field",2601867,1208632,"calibration","well",0,0,0,5.5,5.70370720195529,6.1,6.63625103709391
"4_47-Jm-091","d1968_1974_field",2601695,1208772,"calibration","well",0,0,1,6.2,6.22015428324397,6.5,6.5
"4_47-Jm-092","d1968_1974_field",2601894,1208677,"calibration","well",0,0,1,6.6,6.6,6.6,6.71265120322769
"4_47-Jm-093","d1968_1974_field",2601748,1208886,"calibration","well",0,0,1,6.3,6.3,NA,6.85975496086703
"4_47-Jm-094","d1968_1974_field",2601947,1208751,"calibration","poor",0,0,1,7.2,7.09852721718492,7,6.90902534567814
"4_47-Jm-095","d1968_1974_field",2602249,1208732,"calibration","well",0,0,0,7,7.8,7.8,7.7
"4_47-Jm-097","d1968_1974_field",2602159,1209207,"calibration","well",0,0,0,5.8,5.8,5.9,5.9
"4_47-Jm-098","d1968_1974_field",2601951,1209422,"validation","well",0,0,0,6.5,6.54712810462011,6.6,6.69582563171584
"4_47-Jm-100","d1968_1974_ptf",2602274,1209531,"calibration","well",0,0,0,5.56927708545641,5.65824417412392,5.77025923935281,6.16864225702553
"4_47-Jm-101","d1968_1974_field",2602257,1209318,"calibration","well",0,0,0,6.6,6.6,6.7,6.7
"4_47-Jm-104","d1968_1974_field",2602508,1209082,"calibration","well",0,0,0,6.2,6.44953305363875,7.1,7.3371379615206
"4_47-Jm-109","d1968_1974_field",2602498,1208984,"calibration","well",0,0,0,6.5,6.5,6.7,6.7
"4_47-Jm-111","d1968_1974_ptf",2602716,1208780,"calibration","well",0,0,0,5.97124139324921,6.06020848191672,6.19525140007621,6.33488013428087
"4_47-Jm-118","d1968_1974_field",2602466,1208391,"calibration","poor",0,0,1,6.6,6.79459137815885,7,7.10528244619753
"4_47-Jm-119","d1968_1974_field",2602666,1208191,"calibration","poor",0,1,1,6.9,6.9,7.8,7.8
"4_47-Jm-124","d1968_1974_field",2603606,1207895,"validation","well",0,0,0,7.6,7.4,7.4,7.4
"4_47-Jm-125",NA,2601581,1208688,"calibration","moderate",0,1,1,NA,NA,NA,NA
"4_47-Jm-126",NA,2601749,1208527,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-041",NA,2597522,1212263,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-042",NA,2596613,1212448,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-043",NA,2597196,1212104,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-044",NA,2595421,1211715,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_47a-Ga-045","d1968_1974_field",2596140,1213137,"calibration","well",0,0,0,6.2,6.2,6.27275995715463,6.3
"4_47a-Ga-046","d1968_1974_field",2596751,1213198,"calibration","well",0,0,0,6,6,6,5.82756901288938
"4_47a-Ga-047",NA,2596911,1213062,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-048","d1968_1974_field",2597187,1213285,"validation","poor",0,1,1,6.1,6,5.92292509377807,5.9992829213019
"4_47a-Ga-049",NA,2598028,1212822,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-051",NA,2598158,1211941,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_47a-Ga-052","d1968_1974_field",2597047,1212551,"validation","well",0,0,0,6.1,6,6,5.95720004928893
"4_47a-Ga-053","d1968_1974_field",2597330,1212016,"validation","well",0,0,0,5.8,5.84712810462011,5.95720004928893,6.08858739286964
"4_47a-Ga-054","d1968_1974_field",2597036,1211823,"validation","well",0,0,1,6.1,6.14712810462011,6.4,6.28858739286964
"4_47a-Ga-055","d1968_1974_field",2596500,1212166,"validation","poor",1,1,1,5.8,5.82292509377807,5.9,5.9
"4_47a-Ga-056","d1968_1974_field",2595728,1212070,"calibration","poor",0,1,1,5.8,5.8,5.8,5.85720004928893
"4_47a-Ga-057","d1968_1974_field",2595865,1212026,"calibration","well",0,0,1,5.9,5.94712810462011,6.06751113456402,6.1
"4_47a-Ga-058","d1968_1974_field",2596201,1211884,"validation","poor",0,0,1,5.8,5.84712810462011,5.82765899164598,5.85720004928893
"4_47a-Ga-059","d1968_1974_field",2596079,1211758,"calibration","well",0,0,0,5.8,5.8,5.84712810462011,5.83728445895502
"4_47a-Ga-060","d1968_1974_field",2595907,1211750,"validation","poor",1,1,1,6.5,6.54712810462011,6.6,7.157952645043
"4_47a-Ga-061","d1968_1974_field",2596414,1211603,"calibration","poor",0,1,1,6.6,6.6,6.6,6.68545042532954
"4_47a-Ga-062","d1968_1974_field",2596657,1211122,"validation","well",0,0,1,5.8,5.91039901476029,6.5435188061083,7.1648925976448
"4_47a-Ga-063","d1968_1974_field",2596536,1211219,"calibration","well",0,0,0,5.8,5.74712810462011,6,6.61793389563549
"4_47a-Ga-064",NA,2597861,1213328,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-065",NA,2598108,1212772,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-066",NA,2597627,1212835,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_47a-Ga-067",NA,2596968,1213001,"calibration","moderate",0,1,1,NA,NA,NA,NA
"4_47a-Ga-068",NA,2597353,1212343,"calibration","well",0,0,0,NA,NA,NA,NA
"4_47a-Ga-069",NA,2597463,1212069,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_47-Jm-013","d1974_1978",2599712,1209133,"calibration","poor",0,1,1,5.8,5.9407307683263,6,6.57032341402473
